"Conventional, Molecular, or Immunologic",MDL/ALOD/LOD,Below MDL,MDL units,Sample Volume,kingdom,class,order,family,genius,Animal common name,Animal Latin Name,,Free/captive,Pathogen name original,Pathogen rename,Pathogen,medium,Presence,Enumerated,Enum Stats,Censored Data,Presence/Absence,Total,percent,Individual Sample,Mean,Geometric mean,Standard deviation,Median,Min,Max,95% low,95% high,units,Notes,Notes,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,House sparrow,Passer domesticus,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 27",Salmonella enterica (typhoid),cloacal swab,yes,no,,,2,25,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,House sparrow,Passer domesticus,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 4",Salmonella enterica (typhoid),"tissue (intestines), dead bird",yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,7,31,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,House sparrow,Passer domesticus,,free,"Salmonella enterica Typhimurium O:4,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,3",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,2,2,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),feces and blood,yes,no,,,ND,364,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,House sparrow,,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,2,10,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"tissue (brain, liver, spleen)",yes,no,,,9,50,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,House wren,Troglodytes aedon,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,House wren,,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Insect,,,Hydrotaea,,Muscidae Hydrotaea sp.,Hydrotaea (genus),free,Salmonella,Salmonella,Salmonella,flies ,yes,no,,,ND,13,,,1.3,,,,1,2,,,flies/pool,13,fly,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,Icteridae,,,,Icteridae (family),free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,57,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Icterine warbler,Hippolais icterina,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Inca dove,Scardafella inca,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,39,,,,,,,,,,,,also did study on survival of pathogens in feces,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Indigo bunting,,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,20,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,1 g,Animal,isopods,Isopod,,,,,Isopod (order),free,Salmonella ,Salmonella,Salmonella,pool whole body,yes,no,,,ND,46,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Insect,,,Johnsonia,,Sarcophagidae Johnsonia sp.,Johnsonia (genus),free,Salmonella,Salmonella,Salmonella,flies ,yes,no,,,ND,1,,,1,,,,1,1,,,flies/pool,1,fly,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,Junco,,,Junco (genus),free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,2,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Jungle crow,Corvus levaillanitii japonensis,,free,Salmonella typhimurium copenhagen,Salmonella enterica subsp. enterica serovar Typhimurium var. Copenhagen ,Salmonella enterica (typhoid),cloacal swab,yes,no,,,1,21,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Insect,,,Jurinia,,Tachinidae Jurinia sp.,Jurinia (genus),free,Salmonella,Salmonella,Salmonella,flies ,yes,no,,,ND,16,,,2.7,,,,1,5,,,flies/pool,16,fly,,,,,,,,
Conventional,NA,NA,,swab,Animal,Reptile,,,,Keel-back,Tropidonophis mairii,,free,Salmonella ,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,1,,,,,,,,,,,,Has Salmonella Enterica Servoars but they are in a weird format.,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Kelp gull,Larus dominicanus,,free,Salmonella spp.,Salmonella,Salmonella,"intestines tissue, intestines content",yes,no,,,2,14,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Kelp gull,Larus dominicanus,,free,Salmonella spp.,Salmonella,Salmonella,"intestines tissue, intestines content",yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Kelp gull,Larus dominicanus,,free,Salmonella spp.,Salmonella,Salmonella,"intestines tissue, intestines content",yes,no,,,ND,12,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Kelp gull,Larus dominicanus,,free,Salmonella bovis-morbificans,Salmonella enterica subsp. enterica serovar Bovis-morbifican,Salmonella enterica (non-typhoid),"intestines tissue, intestines content",yes,no,,,1,14,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Kelp gull,Larus dominicanus,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"intestines tissue, intestines content",yes,no,,,1,14,,,,,,,,,,,,,,,,,,,,,
Molecular,45 cycles,NA,,NA,Animal,Bird,,,,Kelp gull,Larus dominicanus,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,119,200,,,,,,,,,,,,also seperated by time of the year,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Reptile,,,,Lace monitor,Varanus varius,,free,Salmonella ,Salmonella,Salmonella,cloacal swab,yes,no,,,17,55,,,,,,,,,,,,Has Salmonella Enterica Servoars but they are in a weird format.,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Lark sparrow,Chondestes grammacus,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Lawrence's goldfinch,Spinus lawrencei,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Lazuli bunting,Passerina amoena,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella,Salmonella,Salmonella,Cloacal swab,yes,no,,,6,50,,,,,,,,,,,,Has Yearly data to show increase in S. Montevideo,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella montevideo,Salmonella enterica subsp. enterica serovar Montevideo,Salmonella enterica (non-typhoid),Cloacal swab,yes,no,,,0,50,,,,,,,,,,,,Has Yearly data to show increase in S. Montevideo,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella,Salmonella,Salmonella,Cloacal swab,yes,no,,,41,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,"Salmonella 4, 12:d","Salmonella enterica subsp. enterica serovar 4,12;d;-   ",Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,"Salmonella 6, 7: r","Salmonella enterica subsp. enterica serovar 6, 7; r",Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella anatum,Salmonella enterica subsp. enterica serovar Anatum,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella bareilly,Salmonella enterica subsp. enterica serovar Bareilly,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella braenderup,Salmonella enterica subsp. enterica serovar Braenderup,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella brandenburg,Salmonella enterica subsp. enterica serovar Brandenburg,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella bredeney,Salmonella enterica subsp. enterica serovar Bredeney,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,20,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella derby,Salmonella enterica subsp. enterica serovar Derby,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella haardt,Salmonella enterica subsp. enterica serovar Haardt,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella hadar,Salmonella enterica subsp. enterica serovar Hadar,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,6,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella heidelberg,Salmonella enterica subsp. enterica serovar Heidelberg,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella hvittingfoss,Salmonella enterica subsp. enterica serovar Hvittingfoss   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella indiana,Salmonella enterica subsp. enterica serovar Indiana,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,6,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella infantis,Salmonella enterica subsp. enterica serovar Infantis,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,5,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella java,Salmonella enterica subsp. enterica serovar Java   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella kedougou,Salmonella enterica subsp. enterica serovar Kedougou,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella livingstone,Salmonella enterica subsp. enterica serovar Livingstone,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella mbandaka,Salmonella enterica subsp. enterica serovar Mbandaka   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,2,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella montevideo,Salmonella enterica subsp. enterica serovar Montevideo,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,3,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella muenchen,Salmonella enterica subsp. enterica serovar Muenchen,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella newport,Salmonella enterica subsp. enterica serovar Newport,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,2,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella panama,Salmonella enterica subsp. enterica serovar Panama,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,2,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella reading,Salmonella enterica subsp. enterica serovar Reading   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella saintpaul,Salmonella enterica subsp. enterica serovar Saintpaul,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella schwarzengrund,Salmonella enterica subsp. enterica serovar Schwarzengrund   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella stanley,Salmonella enterica subsp. enterica serovar Stanley,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,4,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"feces, cloacal swab, intestines",yes,no,,,51,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella virchow,Salmonella enterica subsp. enterica serovar Virchow   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,56,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella virginia,Salmonella enterica subsp. enterica serovar Virginia   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella enteritidis,Salmonella entericaÿsubsp.ÿentericaÿserovar Enteritidis,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,360,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Lesser black-backed gull,Larus fuscus,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,8,,,,,,,,,,,,,,,,,,,,,
