"Conventional, Molecular, or Immunologic",MDL/ALOD/LOD,Below MDL,MDL units,Sample Volume,kingdom,class,order,family,genius,Animal common name,Animal Latin Name,,Free/captive,Pathogen name original,Pathogen rename,Pathogen,medium,Presence,Enumerated,Enum Stats,Censored Data,Presence/Absence,Total,percent,Individual Sample,Mean,Geometric mean,Standard deviation,Median,Min,Max,95% low,95% high,units,Notes,Notes,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella schwarzengrund,Salmonella enterica subsp. enterica serovar Schwarzengrund   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,5324,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella stanley,Salmonella enterica subsp. enterica serovar Stanley,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,11,5324,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,5324,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"feces, cloacal swab, intestines",yes,no,,,124,5324,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella virchow,Salmonella enterica subsp. enterica serovar Virchow   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,215,5324,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella virginia,Salmonella enterica subsp. enterica serovar Virginia   ,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,1,5324,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella enteritidis,Salmonella entericaÿsubsp.ÿentericaÿserovar Enteritidis,Salmonella enterica (non-typhoid),"feces, cloacal swab, intestines",yes,no,,,0,5324,,,,,,,,,,,,"Difficult to tell but datay may be duplicate from (Monaghan et al. 1985, Fricker, Girdwood & Munro, 1983, Fricker & Girdwood, 1984, Fricker,
1983).",,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,19,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,1,24,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,140,1433,0.098,,,,,,,,,,,non-breeding season,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella,Salmonella,Salmonella,"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,317,3148,,,,,,,,,,,,total,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,54,588,0.092,,,,,,,,,,,breeding season,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,"Salmonella 4, 12:d","Salmonella enterica subsp. enterica serovar 4,12;d;-   ",Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,1,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,"Salmonella 6, 7: r","Salmonella enterica subsp. enterica serovar 6, 7; r",Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,1,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella agona,Salmonella enterica subsp. enterica serovar Agona,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,5,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella anatum,Salmonella enterica subsp. enterica serovar Anatum,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,2,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella braendenburg,Salmonella enterica subsp. enterica serovar Brandenburg,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,1,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella bredeney,Salmonella enterica subsp. enterica serovar Bredeney,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,26,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella haardt,Salmonella enterica subsp. enterica serovar Haardt,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,4,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella hadar,Salmonella enterica subsp. enterica serovar Hadar,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,6,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella heidelberg,Salmonella enterica subsp. enterica serovar Heidelberg,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,2,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella hvittingfoss,Salmonella enterica subsp. enterica serovar Hvittingfoss   ,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,1,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella indiana,Salmonella enterica subsp. enterica serovar Indiana,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,4,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella infantis,Salmonella enterica subsp. enterica serovar Infantis,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,10,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella java,Salmonella enterica subsp. enterica serovar Java   ,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,1,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella livingstone,Salmonella enterica subsp. enterica serovar Livingstone,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,4,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella mbandaka,Salmonella enterica subsp. enterica serovar Mbandaka   ,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,10,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella montevideo,Salmonella enterica subsp. enterica serovar Montevideo,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,7,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella newport,Salmonella enterica subsp. enterica serovar Newport,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,12,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella panama,Salmonella enterica subsp. enterica serovar Panama,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,1,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella saintpaul,Salmonella enterica subsp. enterica serovar Saintpaul,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,2,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella schwarzengrund,Salmonella enterica subsp. enterica serovar Schwarzengrund   ,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,1,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella stanley,Salmonella enterica subsp. enterica serovar Stanley,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,9,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,90,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab variable,Animal,Bird,,,,Herring gull,Larus argentatus Pontoppi,,free,Salmonella vircrow,Salmonella enterica subsp. enterica serovar Virchow   ,Salmonella enterica (non-typhoid),"feces and (clocal swab, instestines content, hunted birds)",yes,no,,,186,3148,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella albany,Salmonella enterica subsp. enterica serovar Albany,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella paratyphi A,Salmonella enterica subsp. enterica serovar Paratyphi A,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella paratyphi B,Salmonella enterica subsp. enterica serovar Paratyphi B,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),tissue intestines,yes,no,,,1,1,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Herring gull,Larus argentatus,,free,"Salmonella enterica Typhimurium O:4,5,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,[5],12;i;-   ",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,1,8,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Herring gull,Larus argentatus,,free,"Salmonella enterica Typhimurium O:4,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,11",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,3,11,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,10,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella blockley,Salmonella enterica subsp. enterica serovar Blockley,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella braenderup,Salmonella enterica subsp. enterica serovar Braenderup,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,2,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella derby,Salmonella enterica subsp. enterica serovar Derby,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella heidelberg,Salmonella enterica subsp. enterica serovar Heidelberg,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella infantis,Salmonella enterica subsp. enterica serovar Infantis,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella montevideo,Salmonella enterica subsp. enterica serovar Montevideo,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella munchen,Salmonella enterica subsp. enterica serovar Muenster   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,2,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella panama,Salmonella enterica subsp. enterica serovar Panama,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab,Animal,Bird,,,,Herring gull,Larus argentatus,,free,Salmonella enteritidis,Salmonella entericaÿsubsp.ÿentericaÿserovar Enteritidis,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,405,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Herring gull,,,free,Salmonella paratyphi B,Salmonella enterica subsp. enterica serovar Paratyphi B,Salmonella enterica (non-typhoid),"intestines content, tissue (liver, lung, lesions), dead bird",yes,no,,,8,1142,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,0.025-0.1g/rodent,Animal,Mammal,,,Heteromyidae,,Heteromyidae (including  Chaetodipus californicus and Dipodomys heermani),Heteromyidae (family),free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,53,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Reptile,,,,Highland copperhead,Austrelaps ramsayi,,free,Salmonella ,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,2,,,,,,,,,,,,Has Salmonella Enterica Servoars but they are in a weird format.,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Hooded crow,Corvus cornix,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,NA,45,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Hooded crow,Corvus cornix,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Hooded crow,Corvus cornix,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,1,52,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Hooded crow,Corvus cornix,,free,"Salmonella enterica Typhimurium O:4,5,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,[5],12;i;-   ",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,1,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Horned lark ,Eremophila alpestris,,free,Salmonella enterica,Salmonella enterica,Salmonella enterica (non-typhoid),feces,yes,no,,,ND,41,,,,,,,,,,,,,,,,,,,,,
Conventional,1 colony,NA,,NA,Animal,Bird,,,,House finch,,,free,Salmonella spp.,Salmonella,Salmonella,"intestines content, trapped and killed birds",yes,no,,,1,61,0.016,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House finch,,,free,Salmonella untyped,Salmonella,Salmonella,"intestines content, trapped and killed birds",yes,no,,,1,61,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House finch,,,free,Salmonella meleagridis,Salmonella enterica subsp. enterica serovar Meleagridis   ,Salmonella enterica (non-typhoid),"intestines content, trapped and killed birds",yes,no,,,ND,61,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House finch,,,free,Salmonella montevideo,Salmonella enterica subsp. enterica serovar Montevideo,Salmonella enterica (non-typhoid),"intestines content, trapped and killed birds",yes,no,,,ND,61,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House finch,,,free,Salmonella muenster,Salmonella enterica subsp. enterica serovar Muenster   ,Salmonella enterica (non-typhoid),"intestines content, trapped and killed birds",yes,no,,,ND,61,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House finch,,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"intestines content, trapped and killed birds",yes,no,,,ND,61,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,House finch,Carpodacus mexicanus,,free,Salmonella spp.,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,416,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,House finch,Haemorhous mexicanus,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,8,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Insect,,,House fly,,Muscidae Musca domestica,House fly (genus),free,Salmonella,Salmonella,Salmonella,flies ,yes,no,,,ND,165,,,4,,,,1,14,,,flies/pool,165,fly,,,,,,,,
Conventional,NA,NA,,swab,Animal,Mammal,,,,House mouse,Mus musculus,,free,Salmonella enterica,Salmonella enterica,Salmonella enterica (non-typhoid),feces,yes,no,,,ND,9,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,1 g,Animal,Mammal,,,,House mouse,Mus musculus,,free,Salmonella spp.,Salmonella,Salmonella,intestines content,yes,no,,,ND,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1056,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,18,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella typhimurium PT 104,Salmonella enterica subsp. enterica serovar Typhimurium ,Salmonella enterica (typhoid),"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,7,30,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,1,271,,,,,,,,,,,,epidemic,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella typhimurium DT56,Salmonella enterica subsp. enterica serovar Typhimurium str. DT53,Salmonella enterica (typhoid),cloacal swab,yes,no,,,1,271,,,,,,,,,,,,epidemic,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,1,,,,,,,,,,,,also did study on survival of pathogens in feces,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella enterica,Salmonella enterica,Salmonella enterica (non-typhoid),feces,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella,Salmonella,Salmonella,feces and cloacal swab,yes,no,,,ND,4,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,House sparrow,,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,ND,5,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,7,,,,,,,,,,,,,,,,,,,,,
Conventional,1 colony,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella spp.,Salmonella,Salmonella,"intestines content, trapped and killed birds",yes,no,,,14,451,0.031,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella untyped,Salmonella,Salmonella,"intestines content, trapped and killed birds",yes,no,,,1,451,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella meleagridis,Salmonella enterica subsp. enterica serovar Meleagridis   ,Salmonella enterica (non-typhoid),"intestines content, trapped and killed birds",yes,no,,,6,451,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella montevideo,Salmonella enterica subsp. enterica serovar Montevideo,Salmonella enterica (non-typhoid),"intestines content, trapped and killed birds",yes,no,,,6,451,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella muenster,Salmonella enterica subsp. enterica serovar Muenster   ,Salmonella enterica (non-typhoid),"intestines content, trapped and killed birds",yes,no,,,1,451,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"intestines content, trapped and killed birds",yes,no,,,ND,451,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,dead bird,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue (liver, small intestines, crop, esophagus, lesions) , dead bird",yes,no,,,30,99,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella spp.,Salmonella,Salmonella,"tissue (liver, heart, gastro intestinal tract), captured birds",yes,no,,,18,470,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella montevideo,Salmonella enterica subsp. enterica serovar Montevideo,Salmonella enterica (non-typhoid),"tissue (liver, heart, gastro intestinal tract), captured birds",yes,no,,,1,470,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"tissue (liver, heart, gastro intestinal tract), captured birds",yes,no,,,9,470,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,House sparrow,,,free,Salmonella enteritidis,Salmonella entericaÿsubsp.ÿentericaÿserovar Enteritidis,Salmonella enterica (non-typhoid),"tissue (liver, heart, gastro intestinal tract), captured birds",yes,no,,,8,470,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella spp.,Salmonella,Salmonella,cloacal swab,yes,no,,,4,373,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,<=1g,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,ND,40,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,House sparrow,Passer domesticu,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,153,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella albany,Salmonella enterica subsp. enterica serovar Albany,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella paratyphi A,Salmonella enterica subsp. enterica serovar Paratyphi A,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,House sparrow,Passer domesticus,,free,Salmonella paratyphi B,Salmonella enterica subsp. enterica serovar Paratyphi B,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
